,Ticker,Co_name
2193,BBREALTY.BO,B&B REALTY LIMITED
2194,BBTC.NS,"The Bombay Burmah Trading Corporation, Limited"
2195,BCLFRG---.BO,BCL FORGINGS LTD.
2196,BCLENTERPR.BO,BCL Enterprises Limited
2197,BCCFIN.BO,Hemang Resources Limited
2198,BCP.BO,B.C. POWER CONTROLS LTD
2199,BCHL.BO,BHANOT CONSTRUCTION & HOUSING
2200,BCBFL.BO,PYXIS FINVEST LIMITED
2201,BCMLBBPH.BO,BALRAMCHIN*
2202,BCCFUBA.BO,Bcc Fuba India Ltd
2203,BDR-IT.NS,BDR Buildcon Limited
2204,BDH.BO,BDH Industries Ltd.
2205,BDR.NS,BDR Buildcon Limited
2206,BDR-EQ.NS,BDR BUILDCON LTD INR10
2207,BEML.NS,BEML Limited
2208,SOMICONV.BO,Somi Conveyor Beltings Ltd.
2209,SNL.BO,SNL Bearings Ltd.
2210,MANPASAND.NS,Manpasand Beverages Limited
2211,GAJRA.BO,Gajra Bevel Gears Ltd.
2212,FAGBEARING.BO,Fag Bearings India Ltd.
2213,DECANBRG.BO,Deccan Bearings Ltd
2214,BESCOLT.BO,BESCO LTD.
2215,BERLDRG.BO,Beryl Drugs Ltd.
2216,BERGEPAINT.BO,Berger Paints India Limited
2217,BEPL.BO,Bhansali Engineering Polymers Ltd.
2218,BEML.BO,BEML Limited
2219,BEMHY.BO,Bemco Hydraulics Ltd.
2220,BECKONIN.BO,Beckons Industries Ltd.
2221,BEEYU.BO,Beeyu Overseas Ltd.
2222,PSUBNKBEES-EQ.NS,GOLDMAN SACHS PS PSU BANK BENCH
2223,BETXIND.BO,BETEX INDIA LTD.
2224,FAGBEARING.NS,Schaeffler India Limited
2225,GANESHBE.BO,Ganesh Benzoplast
2226,BEDMUTHA-EQ.NS,BEDMUTHA INDUSTRIES LIMITED
2227,BEML-EQ.NS,BEML LIMITED
2228,TATAGLOBAL4.BO,TATAGLOBAL4.BO
2229,BEPL-EQ.NS,BHANSALI ENGINEERING POLYMERS L
2230,BNL.BO,Beekay Niryat Limited
2231,BELAIND.BO,BELAPUR INDUSTRIES LTD.
2232,SHARIABEES-EQ.NS,BENCHMARK MUTUAL SHARIAH BENCHM
2233,TALWALKARS.NS,Talwalkars Better Value Fitness Limited
2234,HNGSNGBEES-EQ.NS,RELIANCE NIPPON LI RELIANCE ETF
2235,TATAGLOBAL.NS,Tata Global Beverages Limited
2236,BEDMUTHA.NS,Bedmutha Industries Limited
2237,FAGBEARING-EQ.NS,FAG BEARINGS INDIA LIMITED
2238,CBCSL.BO,ARAMBHAN HOSPITALITY SERVICES L
2239,BERGEPAINT.NS,Berger Paints India Limited
2240,BEARDSELL-EQ.NS,BEARDSELL LTD INR2
2241,MENONBE.BO,Menon Bearings Ltd.
2242,UNIONBE.BO,UNION BEARINGS (INDIA) LTD.
2243,NIBL-EQ.NS,NRB INDUSTRIAL BEA INR2
2244,BEELE.BO,BEE ELECTRONIC MACHINES LTD.
2245,MANPASAND.BO,Manpasand Beverages Limited
2246,BENTCOM.BO,BENTLEY COMMERCIAL ENTERPRISES
2247,MANPASAND-EQ.NS,MANPASAND BEVERAGE INR10
2248,BIMETAL.BO,Bimetal Bearings Limited
2249,NIBL.BO,NRB INDUSTRIAL BEARINGS LTD.
2250,BENZOCH.BO,Benzo Petro International Ltd.
2251,BEEKAY.BO,Beekay Steel Industries Ltd.
2252,BEARDSELL-IL.NS,BEARDSELL LTD INR10
2253,SHBEARI.BO,SHRAM BEARIN
2254,BERGEPAINT-EQ.NS,BERGER PAINTS (I) LIMITED
2255,BETKAPA.BO,BETA-KAPPA INVESTMENTS LTD.
2256,BELLGRP.BO,GRAPHIC CHARTS LTD.
2257,TALWALKARS.BO,TALWALKARS BETTER VALUE FITNES
2258,NRBBEARING.NS,NRB Bearings Limited
2259,JUNIORBEES-EQ.NS,NIFTY JR BENCHMARK ETF
2260,BENGALT.BO,Bengal Tea & Fabrics Ltd.
2261,ORIENTBELL-EQ.NS,ORIENT BELL LIMITED
2262,BEDMUTHA.BO,BEDMUTHA INDUSTRIES LTD.
2263,NIBL.NS,NRB Industrial Bearings Limited
2264,BEARDSELL-BE.NS,BEARDSELL LTD INR10
2265,NIBL-BE.NS,NRB INDUSTRIAL BEA INR2
2266,NRBBEARING.BO,NRB BEARINGS LTD.
2267,BEARDSELL-BL.NS,BEARDSELL LTD INR10
2268,MENONBE.NS,Menon Bearings Limited
2269,BANKBEES-EQ.NS,BENCHMARK BANKBEES
2270,BEL.NS,Bharat Electronics Limited
2271,NIFTYBEES.NS,Goldman Sachs Nifty BeES ETF
2272,TATAGLOBAL.BO,TATA GLOBAL BEVERAGES LIMITED
2273,LIQUIDBEES.NS,Goldman Sachs Liquid BeES ETF
2274,SHBENZO.BO,SHREE BENZOPHEN INDUSTRIES LTD
2275,SHARIABEES.NS,Goldman Sachs Shariah BeES ETF
2276,GOLDBEES.NS,Goldman Sachs Gold BeES ETF
2277,SHBEREN.BO,SHRIRAM BEARINGS LTD.
2278,BESTEAST.BO,Best Eastern Hotels Ltd.
2279,BETALA.BO,BETALA GLOBAL SECURITIES LTD.
2280,BANARBEADS.NS,Banaras Beads Limited
2281,BELLACASA.BO,Bella Casa Fashion & Retail Li
2282,BENGALS.BO,BENGAL STEEL INDUSTRIES LTD.
2283,BEARDSELL-RL.NS,BEARDSELL LTD INR10
2284,HNGSNGBEES.NS,Goldman Sachs Hang Seng BeES ETF
2285,BFLDEV.BO,BFL Developers Limited.
2286,BFUTILITIE.NS,BF Utilities Limited
2287,BFINVEST.NS,BF Investment Limited
2288,BFFL.BO,Bangalore Fort Farms Limited
2289,BFINVEST.BO,BF INVESTMENT LTD.
2290,SQSBFSI-EQ.NS,SQS INDIA BFSI LTD INR10
2291,BFUTILITIE.BO,BF UTILITIES LTD.
2292,SQSBFSI.NS,SQS India BFSI Limited
2293,BGRENERGY.NS,BGR Energy Systems Limited
2294,BGLOBAL-EQ.NS,BHARATIYA GLOBAL INFOMEDIA LIMI
2295,BGLOBAL.BO,BHARATIYA GLOBAL INFOMEDIA LTD
2296,BGRENERGY-EQ.NS,BGR ENERGY SYSTEMS LIMITED
2297,BGRENERGY.BO,BGR Energy Systems Limited
2298,BGIL.BO,Bgil Films & Technologies Limited
2299,BGPL.BO,BIO GREEN PAPERS LTD
2300,BGLOBAL-BE.NS,BHARATIYA GLOBAL I INR10
2301,BGLOBAL.NS,Bharatiya Global Infomedia Limited
2302,BGWTATO.BO,Bhagwati Autocast Ltd.
2303,INFRATEL.NS,Bharti Infratel Limited
2304,BPCL.BO,Bharat Petroleum Corp. Ltd.
2305,BIL.BO,Bhartiya International Ltd.
2306,BHILTEX.BO,Bhilwara Tex-Fin Ltd.
2307,BHILSPIN.BO,Bhilwara Spinners Ltd.
2308,BHEL.NS,Bharat Heavy Electricals Limited
2309,BHEEMACEM.BO,Bheema Cements Ltd
2310,BHARATSE.BO,Bharat Seats Ltd.
2311,BHANDHOS.BO,Bhandari Hosiery Exports Ltd.
2312,BHAGERIA.BO,Bhageria Industries Limited
2313,INFRATEL-EQ.NS,BHARTI INFRATEL LIMITED
2314,BHAGYNAGAR-EQ.NS,BHAGYANAGAR INDIA INR2
2315,BHAGEENG.BO,BHAGHEERATHA ENGINEERING LTD.
2316,MBECL.BO,MCNALLY BHARAT ENGINEERING COM
2317,SHRIBCL.BO,Shri Bholanath Carpets Limited
2318,BHAGYFN.BO,Bhagyashree Leasing & Finance Ltd
2319,HATHWAY.BO,Hathway Bhawani Cabletel and Datacom Ltd.
2320,BHAGYNAGAR.BO,BHAGYANAGAR INDIA LTD.
2321,BHORIND.BO,BHOR INDUSTRIES LTD.
2322,INFRATEL.BO,BHARTI INFRATEL LTD.
2323,BIDL.BO,BHAGYODAYA INFRASTRUCTURE DEVE
2324,BHARTISHIP.NS,BHARATI SHIPYARD LTD.
2325,SBFL.BO,Shree Bhavya Fabrics Limited
2326,BHARLIN.BO,BHARAT LINE LTD.
2327,DALMIABHA.BO,DALMIA BHARAT LTD.
2328,BHARATFORG.NS,Bharat Forge Limited
2329,BHARATRAS.BO,BHARAT RASAYAN LTD.
2330,BHANDERI.BO,BHANDERI INFRACON LTD
2331,BHAGWOX.BO,BHAGWATI OXYGEN LTD.
2332,BHAGIL.BO,Bhageria Industries Limited
2333,BIL-EQ.NS,BHARTIYA INTERNATIONAL LIMITED
2334,NBVENTURES.BO,NAVA BHARAT VENTURES LTD.
2335,BHARAT.BO,Bharat Bhushan Finance & Commodity Brokers Ltd.
2336,DALMIABHA.NS,Dalmia Bharat Limited
2337,BHAGGAS.BO,Bhagawati Gas Ltd
2338,SHBHAWPA.BO,Shree Bhawani Paper Mills Ltd.
2339,BHAGCOT.BO,BHAGWATI COTTONS LTD.
2340,BHARTISHIP-BZ.NS,BHARATI SHIPYARD LTD.
2341,BHARATGEAR.NS,Bharat Gears Limited
2342,JAYBARMARU.NS,Jay Bharat Maruti Limited
2343,TAMJAIM.BO,Tamilnadu Jai Bharath Mills Ltd.
2344,BHAGWNME.BO,Bhagwandas Metals Ltd.
2345,BHEL6.BO,BHEL6.BO
2346,BHARTISHIP.BO,BHARTISHIP.BO
2347,HATHWAYB.BO,HATHWAY BHAWANI CABLETEL & DAT
2348,BHAGERIA.NS,BHAGERIA INDUSTRIE INR5
2349,BHATEXT.BO,BHARAT TEXTILES & PROOFING IND
2350,BHARATIDIL.NS,Bharati Defence And Infrastructure Limited
2351,BHUSANSTL.BO,BHUSHAN STEEL LTD.
2352,SHBHAGV.BO,SHRI BHAGAVATI BRIGHT BARS LTD
2353,BHAGYINBBPH.BO,BHAGYA INL*
2354,BHARATRAS.NS,Bharat Rasayan Limited
2355,BHUTI.BO,BHUVAN TRIPURA INDUSTRIES LTD.
2356,BHUWALST.BO,Bhuwalka Steel Industries Limited
2357,BHARATWIRE.BO,Bharat Wire Ropes Limited
2358,BIBCL.BO,Bharat Immunologicals & Biologicals Corp. Ltd.
2359,BEPL.NS,Bhansali Engineering Polymers Limited
2360,BHAGCHEM.BO,Bhagiradha Chemicals & Industries Ltd.
2361,BHARATWIRE.NS,Bharat Wire Ropes Limited
2362,BHARATGEAR.BO,BHARAT GEARS LTD.
2363,BIL.NS,Bhartiya International Limited
2364,BILCONTI.BO,BILCONTI.BO
2365,BTTL.BO,Bhilwara Technical Textiles Ltd
2366,BILINDS.BO,BHUPENDRAIND
2367,NBVENTURES.NS,Nava Bharat Ventures Limited
2368,BHAGYNAGAR.NS,Bhagyanagar India Limited
2369,BHUSANSTL-EQ.NS,BHUSHAN STEEL LIMITED
2370,BHUSANSTL.NS,Bhushan Steel Limited
2371,BHARATFORG.BO,Bharat Forge Limited
2372,BHUSANSTL6.BO,BHUSANSTL6.BO
2373,SHBCLQ.BO,Shivalik Bimetal Controls Limited
2374,BIRLACOT.BO,Birla Cotsyn (India) Limited
2375,BIOCON.NS,Biocon Limited
2376,TRINITY.BO,TRINITY BIO-TECH LTD.
2377,TRABI.BO,Transgene Biotek Ltd.
2378,TASTYBIT.BO,Tasty Bite Eatables Ltd.
2379,STERLINBIO.BO,Sterling Biotech Limited
2380,SHARONBIO.BO,Sharon Bio Medicine Limited
2381,SAAMYABIO.BO,Saamya Biotech (India) Limited
2382,PANACEABIO.BO,Panacea Biotec Ltd.
2383,HINDBIO.BO,Hindustan Bio Sciences Ltd.
2384,GUFICBIO.BO,Gufic Biosciences Ltd.
2385,CELESTIAL.NS,Celestial Biolabs Limited
2386,BIRMT.BO,BIRMINGHAM THERMOTECH LTD.
2387,BIOPAC.BO,Biopac India Corp. Ltd.
2388,BSLFEFS4DN.BO,Birla Sun Life Mutual Fund
2389,BLUEBIRD.BO,BLUE BIRD (INDIA) LTD.
2390,BISIL.BO,Bisil Plast Limited
2391,BILCARE6.BO,BILCARE6.BO
2392,INDBF.BO,INDO BIOTECH FOODS LTD.
2393,BILENERGY.BO,BIL ENERGY SYSTEMS LTD.
2394,INDRANIB.BO,Indrayani Biotech Limited
2395,GENOMICS.BO,GENOMICS BIOTECH LTD.
2396,BILENERGY-EQ.NS,BIL ENERGY SYSTEMS INR1
2397,TITANBIO.BO,Titan Biotech Limited
2398,BSLFEFS5DN.BO,Birla Sun Life Mutual Fund
2399,HPCBL.BO,HPC BIOSCIENCES LTD.
2400,BIHRFOC.BO,BIHAR FOUNDRY & CASTINGS LTD.
2401,BSLFEFS1RG.BO,BIRLA SUN LIFE MUTUAL FUND- BI
2402,SOCRUSBIO.BO,SOCRUS BIO SCIENCES LIMITED
2403,BIRLATR.BO,Birla Transasia Carpets Limited
2404,BINNY.BO,Binny Limited
2405,MEDICAMEQ.BO,Medicamen Biotech Ltd.
2406,BIRLAPAC.BO,BIRLA PACIFIC MEDSPA LTD.
2407,EBFL.BO,ESTEEM BIO ORGANIC FOOD PROCES
2408,PANACEABBPH.BO,PANACEA BIO*
2409,BSLFEFS5RG.BO,Birla Sun Life Mutual Fund
2410,BINDALAGRO.BO,Oswal Greentech Limited
2411,CITURGIA.BO,CITURGIA BIOCHEMICALS LTD.
2412,JUPITER.BO,JUPITER BIOSCIENCE LTD.
2413,BSLFEFS1RN.BO,BIRLA SUN LIFE MUTUAL FUND- BI
2414,GUJTHEM.BO,Gujarat Themis Biosyn Ltd.
2415,BSLFEFS2DN.BO,BIRLA SUN LIFE MUTUAL FUND- B
2416,BSLFEFS5RN.BO,Birla Sun Life Mutual Fund
2417,SHEETALB.BO,SHEETAL BIO-AGRO TECH LTD.
2418,BSLFEFS6DG.BO,Birla Sun Life Mutual Fund
2419,BIOFILCHEM.BO,BIOFIL CHEMICALS & PHARMACEUTI
2420,BSLFEFS2DG.BO,BIRLA SUN LIFE MUTUAL FUND- B
2421,BSLFEFS2RG.BO,BIRLA SUN LIFE MUTUAL FUND- BI
2422,BIRLACOT-BE.NS,BIRLA COTSYN (INDI INR1
2423,NATHBIOGEN-EQ.NS,NATH BIO-GENES (IN INR10
2424,VIVOBIOT.BO,VIVO BIO TECH LTD.
2425,BIRLAPREC.BO,Birla Precision Technologies Ltd
2426,BINDALAGRO-EQ.NS,OSWAL GREENTECH LI INR10
2427,KOPDRUGS.BO,KDL BIOTECH LTD.
2428,BSLFEFS6RG.BO,Birla Sun Life Mutual Fund
2429,KOLARBIO.BO,KOLAR BIOTECH LTD.
2430,BIRLACORPN.BO,BIRLA CORPORATION LTD.
2431,BINNYMILLS.BO,BINNY MILLS LTD.
2432,BSLFEFS4RN.BO,Birla Sun Life Mutual Fund
2433,BIJHANS.BO,BIJOY HANS LTD.
2434,BSLFEFS3RN.BO,Birla Sun Life Mutual Fund
2435,SHKRISHNAB.BO,SHREEKRISHNA BIOTECH LTD.
2436,BSLNIFTY.NS,Birla Sun Life Nifty ETF
2437,BSLFEFS6DN.BO,Birla Sun Life Mutual Fund
2438,BIRSHLEDU.BO,Birla Shloka Edutech Ltd
2439,STERLINBIO.NS,Sterling Biotech Limited
2440,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
2441,BIOWIN.BO,BIOWIN.BO
2442,BIRLAPOWER.BO,Birla Power Solutions Limited
2443,BIRLAPOWER-BZ.NS,BIRLA POWER SOL. LTD
2444,BOSTONBIO.BO,BOSTON BIO SYSTEMS LTD.
2445,CHEMCEL.BO,CHEMCEL BIO-TECH LTD.
2446,SBCL.BO,Synergy Bizcon Limited
2447,BSLFEFS5DG.BO,Birla Sun Life Mutual Fund
2448,BINDALAGRO.NS,Oswal Greentech Limited
2449,BILENERGY.NS,Bil Energy Systems Limited
2450,BSLFEFS3RG.BO,Birla Sun Life Mutual Fund
2451,BINDALAGRO-BE.NS,OSWAL CHEM & FERT-DEP SET
2452,BSLFEFS3DG.BO,Birla Sun Life Mutual Fund
2453,BILINDU.BO,BIL INDUSTRIES LTD.
2454,RIDDHI.BO,Riddhi Siddhi Gluco Biols Limited
2455,TULASEEBIOE.BO,TULASEE BIO-ETHANOL LTD.
2456,BIOCON-EQ.NS,BIOCON LIMITED
2457,BRAWN.BO,Brawn Biotech Limited
2458,BIRLACOT.NS,Birla Cotsyn (India) Limited
2459,OBIL.BO,OCEANAA BIOTEK INDUSTRIES LTD
2460,BSLGOLDETF.NS,Birla Sun Life Gold ETF
2461,BIRLACAP.BO,Birla Capital & Financial Services Limited
2462,CAMSONBIO.BO,Camson Bio Technologies Limited
2463,BSLELFS5RG-MF.NS,BIRLA SUN LIFE MUT EMERGING LEA
2464,BONANZAB.BO,BONANZA BIOTECH LTD.
2465,CELESTIAL.BO,Celestial Biolabs Ltd.
2466,KOPDRUGS-BZ.NS,KDL BIOTECH LIMITED
2467,BSLFEFS4RG.BO,Birla Sun Life Mutual Fund
2468,BSLCAP21RG-MF.NS,BIRLA SUN LIFE MUT CAPITAL PR O
2469,CELESTIAL-EQ.NS,CELESTIAL BIOLABS LIMITED
2470,MAVENSBIO.BO,Mavens Biotech Limited
2471,BSLFTPLVDG-MF.NS,BIRLA SUN LIFE MUT FTP LV 1099D
2472,BILPOWER-BE.NS,BILPOWER LTD INR10(DEMAT)
2473,BITL.BO,BRONZE INFRA-TECH LTD.
2474,BILATOR.BO,BILATI (ORISSA) LTD.
2475,BILPOWER-EQ.NS,BILPOWER LIMITED
2476,PANACEABIO.NS,Panacea Biotec Limited
2477,BSLFEFS3DN.BO,Birla Sun Life Mutual Fund
2478,BITS.BO,Bits Ltd.
2479,BIJLTEX.BO,BIJLEE TEXTILES LTD.
2480,BSLFEFS2RG-MF.NS,BIRLA SUN LIFE MUT FOCUSED EQ 2
2481,GBL.BO,GBL INDUSTRIES LIMITED
2482,BIOCON.BO,Biocon Limited
2483,INDOFREB.BO,INDO-FRENCH BIOTECH ENTERPRISE
2484,BI.BO,Bilcare Ltd.
2485,BSLFEFS6RN.BO,Birla Sun Life Mutual Fund
2486,SBBJ6.BO,SBBJ6.BO
2487,BSLFEFS4DG.BO,Birla Sun Life Mutual Fund
2488,BILPOWER.BO,BILPOWER LTD.
2489,NATHBIOGEN.BO,NATH BIO-GENES (INDIA) LTD
2490,GVBL.BO,GENOMIC VALLEY BIOTECH LIMITED
2491,BIHSPONG.BO,Bihar Sponge Iron Ltd.
2492,NATHBIOGEN-BE.NS,Nath Bio-Genes (I) Ltd
2493,BSLGOLDETF.BO,BIRLA SUN LIFE MUTUAL FUND - B
2494,SHARONBIO.NS,Sharon Bio-Medicine Ltd.
2495,VALPLUS.BO,VALPLUS BIOTECH LTD.
2496,BSLFEFS2RN.BO,BIRLA SUN LIFE MUTUAL FUND- BI
2497,BIRLAMONEY-EQ.NS,ADITYA BIRLA MONEY INR1
2498,VIVANZA.BO,Vivanza Biosciences Limited
2499,HESTERBIO-EQ.NS,HESTER BIOSCIENCES INR10
2500,SHREEGANES.BO,Shree Ganesh Biotech (India) L
2501,SBTL.BO,Southern Online Bio Technologies Ltd.
2502,BINANIIND.BO,BINANI INDUSTRIES LTD.
2503,BILPOWER.NS,Bilpower Limited
2504,BIRLAERIC-BE.NS,BIRLA ERICSON LTD.
2505,STERLINBIO-EQ.NS,STERLING BIOTECH INR1
2506,CLASSICB.BO,CLASSIC BIOTECH & EXPORTS LTD.
2507,GAYATRIBI.BO,Gayatri BioOrganics Limited
2508,BSLFEFS1DN.BO,BIRLA SUN LIFE MUTUAL FUND - B
2509,DSQBIO.BO,DSQ BIOTECH LTD.
2510,BINASYN.BO,BINACA SYNTHETIC RESINS LTD.
2511,DOCTORBI.BO,DOCTORS BIOTECH INDIA LTD.
2512,BINANIIND.NS,Edayar Zinc Limited
2513,GUFICBIO.NS,Gufic Biosciences Limited
2514,BSLFEFS1DG.BO,BIRLA SUN LIFE MUTUAL FUND - B
2515,BIRLACORPN.NS,Birla Corporation Limited
2516,HESTERBIO.NS,Hester Biosciences Limited
2517,BKDUPLEX.BO,B.K.DUPLEX BOARD LTD.
2518,BANKBARODA-IL.NS,BK OF BARODA INR2
2519,BKV.BO,BKV Industries Ltd.
2520,BLISSGVS.BO,Bliss Gvs Pharma Limited
2521,BLUECHIPT.BO,Blue Chip Tex Industries Ltd
2522,BLUBLND-B.BO,Blue Blends (India) Ltd.
2523,BLSINFOTE.BO,BLS Infotech Ltd.
2524,BLCISER6.BO,BLCISER6.BO
2525,PENPEBS-BE.NS,Pennar Eng Bldg Sys Ltd
2526,BLCISER.BO,BLUE CIRCLE SERVICES LTD.
2527,BLBLIMITED-EQ.NS,BLB INR1
2528,BLBLIMITED.NS,BLB Limited
2529,PHILIPCARB.NS,Phillips Carbon Black Limited
2530,BLUEDART.NS,Blue Dart Express Limited
2531,BPTEX.BO,BLUE PEARL TEXSPIN LIMITED
2532,D3YRCEERDP.BO,DSP BlackRock Mutual Fund
2533,BLUECOAST.NS,Blue Coast Hotels Limited
2534,BLUEBLENDS.NS,BLUE BLENDS (INDIA INR10
2535,BLISSGVS.NS,Bliss Gvs Pharma Limited
2536,BLEBLNI.BO,BLUBLEND IND
2537,BLBLNDS.BO,BLUE BLENDS
2538,BLUESTINFO-EQ.NS,BLUE STAR INFOTECH LIMITED
2539,BLUECHIP.NS,Blue Chip India Limited
2540,D3YRCEERG.BO,DSP BlackRock Mutual Fund
2541,BLOOM.BO,Bloom Dekor Limited
2542,BLUECHIP-BE.NS,BLUE CHIP INDIA LTD.
2543,BLUECLOUDS.BO,Blue Cloud Softech Solutions L
2544,D3YRCEEDG.BO,DSP BlackRock Mutual Fund
2545,BLUCHIP.BO,Bluechip Stockspin Ltd.
2546,BLUECOAST-BE.NS,BLUE COAST HOTELS INR10
2547,BLAZONMRB.BO,BLAZON MARBLES LIMITED
2548,BLJIGAL.BO,BALAJI GALVANISING INDUSTRIES
2549,BLUECOAST.BO,BLUE COAST HOTELS LTD.
2550,BLOIN.BO,Bloom Industries Limited
2551,D3YRCEEDDP.BO,DSP BlackRock Mutual Fund
2552,BLBLEND.BO,BLUE BLENDS
2553,BLACKROSE.BO,Black Rose Industries Ltd
2554,BLUESTARCO.BO,BLUE STAR LTD.
2555,PHILIPCARB-EQ.NS,PHILLIPS CARBON BLACK LIMITED
2556,BLUEBLENDS-EQ.NS,BLUE BLENDS (INDIA INR10
2557,BLUEBLENDS-BE.NS,BLUE BLENDS (I) LTD
2558,BLUESTARCO.NS,Blue Star Limited
2559,BLUESTARCO6.BO,BLUESTARCO6.BO
2560,BLUEDART.BO,Blue Dart Express Ltd.
2561,BLUESTINFO.NS,Blue Star Infotech Ltd.
2562,BVL.BO,Blueblood Ventures Limited
2563,BLUECHIP.BO,BLUE CHIP INDIA LTD.
2564,PHILIPCARB.BO,PHILLIPS CARBON BLACK LTD.
2565,BLBLIMITED.BO,BLB LTD.
2566,NCCBLUE.BO,NCC BLUE WATER PRODUCTS LTD.
2567,BLUECOAST-EQ.NS,BLUE COAST HOTELS INR10
2568,BLUESTINFO.BO,Blue Star Infotech Ltd.
2569,BLUEDART6.BO,BLUEDART6.BO
2570,SALSAIN.BO,SHREE SALASAR INVESTMENT LTD.
2571,NIFTYBEES-EQ.NS,NIFTY BMARK EXCH. TRD FND
2572,BMBMUMG.BO,BMB Music & Magnetics Limited
2573,GEOJITBNPP.NS,Geojit Financial Services Limited
2574,BNKCAP.BO,BNK Capital Markets Ltd.
2575,BNANJEN.BO,B.nanji Enterprises Ltd
2576,GEOJITBNPP-EQ.NS,GEOJIT BNP PARIBAS INR1
2577,BNRUDY.BO,BNR Udyog Ltd.
2578,BNRSEC.BO,BN Rathi Securities Ltd.
2579,BNPCPGII-MF.NS,BNP PARIBAS MF CAPITAL PRT ORIE
2580,BNALTD.BO,B&A Ltd.
2581,GEOJITBNPP.BO,GEOJIT BNP PARIBAS FINANCIAL S
2582,BRFL.BO,Bombay Rayon Fashion Limited
2583,BORAX.BO,Borax Morarji Limited
2584,SAURAPB-B.BO,SAURASHTRA PAPER & BOARD MILLS
2585,BODALCHEM.NS,Bodal Chemicals Limited
2586,BOSCHLTD.BO,BOSCH LTD.
2587,BODALCHEM-EQ.NS,BODAL CHEMICALS INR2.00
2588,BOSCHLTD4.BO,BOSCHLTD4.BO
2589,CREWBOS6.BO,CREWBOS6.BO
2590,UVBOARDS.BO,UV Boards Ltd.
2591,VICTORYPP.BO,VICTORY PAPER & BOARDS (INDIA)
2592,CREWBOS.BO,Crew B.O.S. Products Limited
2593,BOMSS.BO,Bombay Swadeshi Stores Ltd.
2594,BOSCHLTD-EQ.NS,BOSCH LIMITED
2595,INDOBORAX.BO,Indo Borax & Chemicals Ltd.
2596,GENUSPAPER-EQ.NS,GENUS PAPER AND BO INR10
2597,INDOBONIT.BO,Indo Bonito Multinational Ltd.
2598,BOSCHBBPH.BO,BOSCH LTD*
2599,BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited
2600,BOMDYEING-EQ.NS,BOMBAY DYEING & MFG COMPANY LIM
2601,BODALCHEM.BO,Bodal Chemicals Ltd.
2602,BOSTONTEK.BO,BOSTON TEKNOWSYS (INDIA) LTD
2603,BONINDL.BO,Bonanza Industries Limited
2604,GUJBOROS.BO,Gujarat Borosil Limited
2605,GENUSPAPER.NS,Genus Paper & Boards Limited
2606,CEBBCO.NS,Commercial Engineers & Body Builders Co Limited
2607,SESHAPAPER.BO,SESHASAYEE PAPER & BOARDS LTD.
2608,BOROSILBBPH.BO,BOROSIL*
2609,BODHTREE-BE.NS,BODHTREE-BE.NS
2610,BODHTREE.BO,Bodhtree Consulting Limited
2611,PRAGBOS.BO,Prag Bosimi Synthetics Ltd.
2612,BOMBPOT.BO,BOMBAY POTTERIES & TILES LTD.
2613,NEPCPAPER.BO,NEPC PAPER & BOARD LTD.
2614,BRFL.NS,Bombay Rayon Fashions Limited
2615,BOBSHELL.BO,BOBSHELL ELECTRODES LTD.
2616,GENUSPAPER.BO,GENUS PAPER & BOARDS LIMITED
2617,BOMDYEING.BO,BOMBAY DYEING & MFG.CO.LTD.
2618,BOMBWIR.BO,BOMBAY WIRE ROPES LTD.
2619,CEBBCO.BO,COMMERCIAL ENGINEERS & BODY BU
2620,BRFL6.BO,BRFL6.BO
2621,BOMOXY-B1.BO,Bombay Oxygen Corporation Limited
2622,CEBBCO-EQ.NS,COMMERCIAL ENGINEERS & BODY BUI
2623,BPL.BO,BPL Limited
2624,BPL.NS,BPL Limited
2625,BPL-EQ.NS,BPL LIMITED
2626,BPCAP.BO,B. P. CAPITAL LTD
2627,BROADCAST.BO,Broadcast Initiatives Ltd.
2628,BRIGADE.BO,Brigade Enterprises Ltd.
2629,BRIDGESE.BO,Bridge Securities Limited
2630,BRADYM.BO,Brady & Morris Engineering Company Limited
2631,DBSTOCKBRO.NS,DB (International) Stock Brokers Ltd
2632,UBL.NS,United Breweries Limited
2633,IBRIGST.BO,INDIAN BRIGHT STEEL CO.LTD.
2634,GMBREW.BO,GM Breweries Ltd
2635,SUNDRMBRAK.NS,Sundaram Brake Linings Limited
2636,UBL6.BO,UBL6.BO
2637,BRITANNIA6.BO,BRITANNIA6.BO
2638,BROADCAST.NS,Broadcast Initiatives Limited
2639,UBHOLDINGS.BO,UNITED BREWERIES (HOLDINGS) LT
2640,KIRLOSBROS.NS,Kirloskar Brothers Limited
2641,SUNBRIGHT.BO,SUNBRIGHT STOCK BROKING LTD.
2642,TV18BRDCST.BO,TV18 BROADCAST LTD.
2643,NOIDATOLL-EQ.NS,NOIDA TOLL BRIDGE COMPANY LIMIT
2644,BROOKS.NS,Brooks Laboratories Limited
2645,KIRLOSBROS.BO,KIRLOSKAR BROTHERS LTD.
2646,CHASBRT.BO,CHASE BRIGHT STEEL LTD.
2647,RBL.NS,Rane Brake Lining Limited
2648,SUNDRMBRAK-EQ.NS,SUNDARAM BRAKE LININGS LIMITED
2649,BRAHMANAN.BO,Brahmanand Himghar Ltd.
2650,NOIDATOLL.NS,Noida Toll Bridge Company Limited
